0,0,0,0,0,0,0,0,0,0,0.273,0.48,0.4585,0.478,0.46275,0.46375,0.478,0.45075,0.4645,0.45675,0.424,0.4315,0.39775,0.3555,0.32725,0.00575,0.24975,0.275,0.25775,0.268,0.247,0.23825,0.15575,0.241,0.2315,0.2555,0.243,0.2565,0.2715,0.27125,0.29225,0.28925,0.29375,0.3135,0.30525,0.303,0.29725,0.2805,0.27875,0.276,0.261,0.264,0.26275,0.308,0.368,0.1485,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.25425,0.4605,0.4425,0.45375,0.44375,0.443,0.459,0.4275,0.447,0.43375,0.403,0.4105,0.3815,0.33825,0.31075,0.005,0.235,0.25875,0.2415,0.2515,0.23325,0.2255,0.1435,0.2265,0.22075,0.2405,0.22625,0.2425,0.25375,0.2545,0.27475,0.2725,0.2735,0.299,0.289,0.28725,0.285,0.26625,0.2625,0.262,0.247,0.249,0.2465,0.2905,0.3575,0.139,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.241,0.4435,0.42625,0.435,0.42225,0.42375,0.44025,0.41075,0.43,0.41425,0.3845,0.389,0.362,0.32,0.29375,0.00375,0.22225,0.243,0.229,0.23775,0.2175,0.21225,0.13175,0.21075,0.2095,0.227,0.2115,0.2245,0.23575,0.24225,0.25975,0.26,0.25325,0.28475,0.2725,0.268,0.27,0.25125,0.24825,0.24775,0.236,0.235,0.2325,0.277,0.34425,0.13075,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.2275,0.4215,0.409,0.417,0.40375,0.406,0.423,0.3865,0.4075,0.39325,0.37025,0.37025,0.34925,0.30375,0.2775,0.00275,0.20925,0.23075,0.2145,0.226,0.2025,0.2015,0.121,0.19325,0.1955,0.214,0.198,0.20875,0.222,0.22725,0.23975,0.245,0.23975,0.26975,0.25625,0.25425,0.254,0.23825,0.23725,0.23375,0.22275,0.223,0.21925,0.26125,0.32925,0.1235,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.20975,0.4045,0.3905,0.39475,0.3845,0.388,0.404,0.367,0.3895,0.374,0.3485,0.353,0.32775,0.28675,0.264,0.002,0.19875,0.21675,0.20075,0.2135,0.18925,0.1895,0.11075,0.1795,0.1805,0.2025,0.1855,0.19575,0.2035,0.21375,0.22475,0.23,0.227,0.255,0.2385,0.23975,0.2415,0.224,0.222,0.22125,0.21075,0.211,0.207,0.24925,0.3165,0.11375,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.194,0.38725,0.373,0.37875,0.3705,0.36475,0.3805,0.34975,0.367,0.36125,0.33225,0.33475,0.31075,0.26775,0.248,0.0015,0.18325,0.20075,0.18825,0.2,0.174,0.1745,0.1025,0.16975,0.171,0.1935,0.16925,0.18475,0.192,0.19925,0.2095,0.21625,0.2145,0.244,0.22575,0.22575,0.2255,0.20875,0.20775,0.209,0.19825,0.19825,0.19625,0.2365,0.3025,0.107,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.18325,0.37275,0.353,0.36175,0.351,0.3435,0.3635,0.3325,0.3495,0.3465,0.31475,0.313,0.29025,0.249,0.229,0.001,0.1705,0.18725,0.178,0.188,0.16225,0.16125,0.0945,0.15775,0.15875,0.181,0.15825,0.1735,0.17825,0.1875,0.19375,0.20275,0.201,0.22725,0.212,0.21175,0.21125,0.19475,0.19425,0.19525,0.186,0.18775,0.18525,0.22525,0.29025,0.10075,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.16575,0.3555,0.33275,0.34425,0.335,0.3285,0.34525,0.31225,0.33,0.3255,0.29625,0.293,0.27425,0.23225,0.21375,0.00075,0.159,0.17275,0.16375,0.17675,0.148,0.15125,0.0875,0.1475,0.148,0.16875,0.14825,0.164,0.164,0.1745,0.177,0.18975,0.18675,0.21325,0.1985,0.20025,0.19525,0.18275,0.181,0.18175,0.17475,0.1755,0.17175,0.2115,0.27775,0.0915,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.153,0.33625,0.316,0.327,0.32225,0.31375,0.3265,0.29525,0.31425,0.3035,0.27775,0.26975,0.25675,0.21525,0.1985,0.0005,0.1475,0.1595,0.15275,0.164,0.13775,0.1395,0.08025,0.138,0.13675,0.15825,0.13875,0.1525,0.153,0.16275,0.1665,0.17725,0.17425,0.2005,0.1835,0.186,0.1835,0.17325,0.17025,0.171,0.16525,0.16675,0.161,0.19925,0.2625,0.084,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.1405,0.32125,0.29875,0.309,0.30225,0.2975,0.3065,0.279,0.2965,0.28825,0.26075,0.254,0.239,0.20225,0.18425,0.0005,0.1365,0.147,0.1405,0.1505,0.128,0.12725,0.07075,0.1265,0.127,0.14725,0.1275,0.13875,0.1425,0.149,0.15575,0.16275,0.15875,0.1865,0.17025,0.175,0.174,0.16025,0.1595,0.161,0.1545,0.15425,0.14875,0.1865,0.25075,0.078,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.1315,0.3035,0.278,0.29325,0.2825,0.285,0.29025,0.26325,0.2745,0.27025,0.24525,0.2365,0.2225,0.18725,0.17175,0.0005,0.12425,0.137,0.12875,0.13975,0.11725,0.11725,0.065,0.1145,0.11475,0.135,0.11925,0.127,0.13275,0.13775,0.143,0.152,0.1465,0.17275,0.159,0.16425,0.16375,0.14825,0.149,0.151,0.145,0.143,0.13825,0.173,0.2355,0.071,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.12175,0.289,0.262,0.276,0.263,0.27,0.2785,0.24775,0.25875,0.25375,0.2295,0.22325,0.2085,0.17575,0.15675,0.0005,0.1145,0.126,0.11875,0.1285,0.1085,0.10725,0.05575,0.10675,0.10775,0.12425,0.10625,0.11525,0.122,0.1265,0.13325,0.14225,0.13725,0.1585,0.14675,0.15375,0.152,0.13575,0.13775,0.14,0.13425,0.13125,0.1275,0.15975,0.223,0.06725,0,0,0,0,0,0,0,0
