0.00025,0,0,0,0,0,0,0,0,0.0005,0.15925,0.3915,0.429,0.5105,0.565,0.623,0.7015,0.7325,0.79275,0.822,0.84625,0.87075,0.88775,0.90175,0.90725,0.0105,0.90875,0.94825,0.9585,0.96725,0.97425,0.98025,0.9565,0.98525,0.9895,0.99125,0.9945,0.99575,0.996,0.99675,0.999,0.998,0.99775,0.999,0.99825,0.99925,0.999,0.99925,0.99925,0.999,0.9995,0.99975,0.999,0.9995,1,0.99575,0.0145,0,0,0.00025,0,0,0,0
0.00025,0,0,0,0,0,0,0,0,0.0005,0.14875,0.37925,0.41275,0.4945,0.5525,0.61075,0.68775,0.718,0.78325,0.813,0.8405,0.863,0.8795,0.89425,0.90075,0.00875,0.9,0.9425,0.95625,0.963,0.97075,0.976,0.9515,0.98325,0.989,0.991,0.99325,0.995,0.99575,0.996,0.99875,0.99775,0.99775,0.9985,0.998,0.99925,0.9985,0.99925,0.999,0.999,0.9995,0.99975,0.999,0.9995,1,0.995,0.0125,0,0,0.00025,0,0,0,0
0.00025,0,0,0,0,0,0,0,0,0.0005,0.13925,0.36225,0.398,0.4805,0.5365,0.59575,0.67625,0.707,0.77375,0.80475,0.83,0.8535,0.8695,0.88575,0.89225,0.00675,0.892,0.93725,0.95075,0.96,0.9685,0.97375,0.947,0.9815,0.98725,0.9905,0.992,0.99425,0.9945,0.99575,0.998,0.99775,0.9975,0.998,0.99725,0.99925,0.9985,0.999,0.9985,0.999,0.9995,0.99975,0.99875,0.9995,1,0.9945,0.01025,0,0,0,0,0,0,0
0.00025,0,0,0,0,0,0,0,0,0,0.13,0.349,0.38225,0.4665,0.52375,0.58175,0.6615,0.69375,0.761,0.7925,0.818,0.842,0.861,0.878,0.88575,0.00625,0.885,0.93175,0.94725,0.9565,0.9655,0.9715,0.93975,0.98025,0.98575,0.98925,0.991,0.9935,0.994,0.9955,0.99775,0.997,0.99725,0.998,0.99725,0.99875,0.9985,0.99825,0.9985,0.999,0.9995,0.99975,0.9985,0.99925,1,0.9945,0.0085,0,0,0,0,0,0,0
0.00025,0,0,0,0,0,0,0,0,0,0.11975,0.3325,0.368,0.45475,0.5125,0.5675,0.64725,0.68275,0.74925,0.778,0.807,0.8325,0.852,0.86925,0.87725,0.005,0.8775,0.92725,0.9435,0.95175,0.9595,0.967,0.93375,0.9775,0.9845,0.98775,0.98975,0.993,0.99225,0.9945,0.9975,0.9965,0.997,0.99775,0.99725,0.99875,0.9985,0.998,0.99825,0.9985,0.99925,0.99975,0.99825,0.99925,1,0.994,0.007,0,0,0,0,0,0,0
0.00025,0,0,0,0,0,0,0,0,0,0.111,0.321,0.35425,0.44175,0.4995,0.5515,0.63375,0.6685,0.735,0.76825,0.79425,0.82425,0.84375,0.85925,0.868,0.0035,0.87125,0.92225,0.9405,0.94875,0.95375,0.9625,0.92775,0.975,0.982,0.98575,0.987,0.9915,0.99075,0.99325,0.997,0.996,0.99675,0.99725,0.997,0.99825,0.9985,0.9975,0.99775,0.99825,0.99925,0.9995,0.998,0.99925,1,0.99325,0.00625,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.10275,0.30875,0.338,0.42725,0.48625,0.53725,0.62025,0.65575,0.7215,0.7535,0.778,0.813,0.83375,0.849,0.85825,0.003,0.8635,0.9145,0.935,0.944,0.9475,0.95775,0.9205,0.97325,0.97925,0.98475,0.9855,0.9905,0.989,0.99225,0.996,0.9955,0.996,0.997,0.99625,0.998,0.99825,0.99725,0.997,0.99825,0.99925,0.9995,0.998,0.99925,0.99975,0.99225,0.005,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.094,0.292,0.32325,0.41375,0.47025,0.51875,0.60675,0.642,0.7115,0.74225,0.76425,0.802,0.8235,0.8355,0.847,0.00275,0.851,0.90925,0.929,0.939,0.944,0.9525,0.915,0.9705,0.97725,0.98325,0.98375,0.98975,0.989,0.99125,0.99475,0.9945,0.99575,0.99675,0.99625,0.99725,0.99775,0.99675,0.997,0.998,0.999,0.99925,0.99775,0.999,0.99975,0.9915,0.0045,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.086,0.27475,0.308,0.40125,0.453,0.50025,0.5895,0.62725,0.70075,0.7315,0.751,0.79125,0.81225,0.826,0.83625,0.00225,0.843,0.9025,0.923,0.93275,0.9395,0.9475,0.90625,0.9665,0.97475,0.9815,0.98175,0.98925,0.9885,0.99025,0.99425,0.99325,0.99475,0.996,0.99575,0.997,0.99725,0.9965,0.9965,0.998,0.999,0.99925,0.99775,0.99875,0.99975,0.99,0.0035,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.07975,0.26,0.296,0.389,0.436,0.4855,0.57575,0.61475,0.686,0.71875,0.7375,0.77725,0.801,0.8165,0.82475,0.002,0.833,0.8945,0.917,0.9265,0.9345,0.9415,0.89725,0.96275,0.971,0.97975,0.9795,0.98775,0.98675,0.98975,0.99275,0.993,0.99425,0.99575,0.995,0.99625,0.99725,0.99625,0.996,0.997,0.9985,0.99925,0.9975,0.99875,0.99975,0.98975,0.0035,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.07375,0.249,0.2805,0.3725,0.42075,0.47375,0.557,0.597,0.67275,0.704,0.72525,0.76325,0.7885,0.80525,0.815,0.0015,0.81925,0.887,0.9105,0.92025,0.9275,0.93625,0.89,0.95825,0.96675,0.975,0.97575,0.98575,0.985,0.98875,0.992,0.991,0.99275,0.9945,0.99425,0.995,0.9965,0.9955,0.99575,0.9965,0.99725,0.9985,0.99725,0.99875,0.99925,0.9875,0.0025,0,0,0,0,0,0,0
